Analysis code | Status | ARC chair from USA | ARC chair from LPC | Cadi contact from US | Cadi contact LPC | # of ARC members | # of ARC members form USA | # of ARC members from LPC | # of an submitters | # of submitters from USA | # of AN submitters from LPC | # AN authors | # of AN authors from USA | # of  AN authors from LPC | # of institutes | # in institutes from USA | # of institutes from LPC
HIG-12-039 | PAS-only-PUB | 1 | 1 | 1 | 0 | 4 | 3 | 3 | 1 | 1 | 0 | 24 | 15 | 8 | 12 | 6 | 5
HIG-12-040 | SUPERSEDED | 0 | 0 | 0 | 0 | 4 | 3 | 3 | 1 | 1 | 1 | 3 | 1 | 1 | 3 | 1 | 1
HIG-12-041 | PUB | 0 | 0 | 1 | 1 | 4 | 2 | 2 | 2 | 1 | 1 | 87 | 41 | 36 | 33 | 17 | 14
HIG-12-042 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 3 | 3 | 3 | 2 | 2 | 134 | 83 | 66 | 24 | 9 | 7
HIG-12-043 | PAS-only-PUB | 1 | 1 | 1 | 0 | 4 | 2 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
HIG-12-044 | PAS-only-PUB | 1 | 0 | 1 | 1 | 4 | 2 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
HIG-12-045 | PAS-only-PUB | 0 | 0 | 1 | 1 | 4 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-12-046 | PAS-only-PUB | 1 | 1 | 1 | 1 | 4 | 2 | 1 | 1 | 1 | 1 | 44 | 28 | 26 | 19 | 11 | 9
HIG-12-047 | SUPERSEDED | 1 | 1 | 1 | 1 | 4 | 1 | 1 | 1 | 0 | 0 | 22 | 9 | 9 | 11 | 6 | 6
HIG-12-048 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-12-049 | PAS-only-PUB | 0 | 0 | 1 | 1 | 4 | 2 | 2 | 1 | 1 | 1 | 32 | 15 | 10 | 10 | 5 | 4
HIG-12-050 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 3 | 3 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
HIG-12-051 | PAS-only-PUB | 1 | 0 | 1 | 1 | 4 | 1 | 0 | 1 | 1 | 1 | 2 | 1 | 1 | 2 | 1 | 1
HIG-12-052 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 1 | 0 | 0 | 5 | 0 | 0 | 4 | 0 | 0
HIG-12-053 | PAS-only-PUB | 1 | 0 | 0 | 0 | 4 | 2 | 1 | 2 | 1 | 1 | 26 | 6 | 3 | 15 | 5 | 3
HIG-12-054 | Completed | 0 | 0 | 1 | 0 | 4 | 3 | 3 | 2 | 1 | 0 | 19 | 7 | 6 | 12 | 6 | 5
HIG-13-001 | PUB | 0 | 0 | 0 | 0 | 6 | 4 | 4 | 3 | 3 | 3 | 10 | 5 | 4 | 7 | 4 | 3
HIG-13-002 | PUB | 1 | 1 | 0 | 0 | 5 | 3 | 3 | 4 | 2 | 1 | 101 | 46 | 41 | 36 | 19 | 16
HIG-13-003 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 4 | 4 | 3 | 2 | 1 | 140 | 85 | 67 | 24 | 9 | 7
HIG-13-004 | PUB | 1 | 0 | 0 | 0 | 5 | 2 | 1 | 7 | 2 | 2 | 64 | 14 | 11 | 26 | 8 | 7
HIG-13-005 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-13-006 | PUB | 0 | 0 | 1 | 1 | 5 | 2 | 2 | 3 | 3 | 3 | 34 | 15 | 10 | 10 | 5 | 4
HIG-13-007 | PUB | 1 | 1 | 1 | 1 | 5 | 3 | 2 | 2 | 1 | 1 | 19 | 11 | 10 | 13 | 6 | 5
HIG-13-008 | PAS-only-PUB | 1 | 1 | 1 | 1 | 4 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0
HIG-13-009 | PAS-only-PUB | 0 | 0 | 1 | 0 | 4 | 3 | 3 | 1 | 1 | 0 | 23 | 14 | 7 | 12 | 6 | 5
HIG-13-010 | PUB | 1 | 1 | 1 | 1 | 5 | 2 | 2 | 2 | 2 | 2 | 15 | 13 | 13 | 5 | 3 | 3
HIG-13-011 | SUPERSEDED | 1 | 0 | 0 | 0 | 5 | 5 | 4 | 1 | 0 | 0 | 13 | 1 | 1 | 7 | 1 | 1
HIG-13-012 | PUB | 1 | 0 | 1 | 1 | 5 | 4 | 3 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
HIG-13-013 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 1 | 1 | 2 | 0 | 0 | 22 | 0 | 0 | 7 | 0 | 0
HIG-13-014 | PAS-only-PUB | 1 | 1 | 1 | 1 | 4 | 1 | 1 | 1 | 0 | 0 | 22 | 9 | 9 | 11 | 6 | 6
HIG-13-015 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 1 | 0 | 0 | 5 | 0 | 0 | 3 | 0 | 0
HIG-13-016 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 3 | 3 | 2 | 2 | 2 | 5 | 3 | 3 | 5 | 3 | 3
HIG-13-017 | PAS-only-PUB | 1 | 1 | 1 | 0 | 4 | 2 | 2 | 1 | 1 | 0 | 41 | 7 | 6 | 16 | 5 | 4
HIG-13-018 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 1 | 1 | 2 | 2 | 0 | 35 | 20 | 8 | 14 | 7 | 5
HIG-13-019 | PAS-only-PUB | 0 | 0 | 1 | 1 | 4 | 1 | 1 | 2 | 2 | 1 | 64 | 36 | 18 | 10 | 5 | 4
HIG-13-020 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 1 | 1 | 9 | 5 | 1 | 4 | 2 | 1
HIG-13-021 | PUB | 1 | 1 | 0 | 0 | 5 | 3 | 2 | 2 | 0 | 0 | 54 | 11 | 10 | 25 | 8 | 7
HIG-13-022 | PAS-only-PUB | 1 | 1 | 1 | 0 | 4 | 3 | 3 | 2 | 2 | 0 | 52 | 40 | 32 | 23 | 8 | 6
HIG-13-023 | PUB | 1 | 1 | 0 | 0 | 5 | 3 | 3 | 8 | 7 | 3 | 277 | 189 | 141 | 26 | 9 | 7
HIG-13-024 | PUB | 1 | 1 | 0 | 0 | 5 | 2 | 2 | 1 | 0 | 0 | 5 | 1 | 1 | 4 | 1 | 1
HIG-13-025 | PUB | 1 | 1 | 1 | 1 | 5 | 4 | 4 | 1 | 1 | 1 | 4 | 13 | 13 | 5 | 3 | 3
HIG-13-026 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 3 | 3 | 1 | 0 | 0 | 6 | 0 | 0 | 4 | 0 | 0
HIG-13-027 | PAS-only-PUB | 0 | 0 | 1 | 1 | 4 | 1 | 1 | 1 | 1 | 1 | 45 | 28 | 26 | 19 | 11 | 9
HIG-13-028 | PAS-only-PUB | 1 | 0 | 1 | 1 | 4 | 3 | 2 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0
HIG-13-029 | PUB | 0 | 0 | 1 | 0 | 5 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-13-030 | PUB | 1 | 0 | 0 | 0 | 5 | 4 | 3 | 4 | 2 | 1 | 49 | 18 | 8 | 19 | 8 | 6
HIG-13-031 | PUB | 1 | 1 | 1 | 1 | 5 | 4 | 4 | 9 | 3 | 2 | 272 | 98 | 89 | 59 | 25 | 21
HIG-13-032 | PUB | 1 | 0 | 0 | 0 | 5 | 4 | 3 | 2 | 0 | 0 | 8 | 0 | 0 | 7 | 0 | 0
HIG-13-033 | PUB | 1 | 0 | 0 | 0 | 3 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-13-034 | PAS-only-PUB | 1 | 1 | 1 | 1 | 4 | 2 | 2 | 1 | 1 | 1 | 13 | 12 | 12 | 4 | 2 | 2
HIG-13-035 | PUB | 1 | 0 | 0 | 0 | 5 | 1 | 0 | 2 | 2 | 2 | 8 | 2 | 2 | 4 | 1 | 1
HIG-14-001 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 2 | 2 | 1 | 0 | 0 | 4 | 0 | 0 | 3 | 0 | 0
HIG-14-002 | PUB | 1 | 0 | 1 | 1 | 5 | 2 | 1 | 2 | 0 | 0 | 40 | 17 | 17 | 16 | 7 | 7
HIG-14-003 | PUB | 0 | 0 | 1 | 1 | 5 | 3 | 2 | 3 | 1 | 1 | 24 | 12 | 12 | 6 | 3 | 3
HIG-14-004 | PUB | 1 | 0 | 0 | 0 | 5 | 3 | 2 | 3 | 1 | 1 | 23 | 2 | 2 | 11 | 2 | 2
HIG-14-005 | PUB | 0 | 0 | 1 | 0 | 5 | 2 | 2 | 1 | 1 | 0 | 10 | 7 | 4 | 6 | 3 | 2
HIG-14-006 | PUB | 1 | 1 | 0 | 0 | 5 | 4 | 4 | 1 | 1 | 1 | 5 | 1 | 1 | 2 | 1 | 1
HIG-14-007 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 2 | 2 | 3 | 0 | 0 | 33 | 4 | 3 | 11 | 3 | 2
HIG-14-008 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 2 | 2 | 1 | 1 | 1 | 5 | 3 | 3 | 4 | 2 | 2
HIG-14-009 | PUB | 0 | 0 | 0 | 0 | 5 | 3 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-14-010 | PUB | 0 | 0 | 0 | 0 | 5 | 2 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
HIG-14-011 | PUB | 0 | 0 | 0 | 0 | 5 | 4 | 4 | 1 | 0 | 0 | 5 | 0 | 0 | 3 | 0 | 0
HIG-14-012 | PAS-only-PUB | 0 | 0 | 1 | 1 | 4 | 2 | 2 | 1 | 1 | 1 | 7 | 4 | 4 | 4 | 2 | 2
HIG-14-013 | PUB | 1 | 0 | 1 | 1 | 5 | 2 | 1 | 1 | 1 | 1 | 5 | 4 | 4 | 3 | 2 | 2
HIG-14-014 | PAS-only-PUB | 1 | 0 | 1 | 1 | 4 | 3 | 2 | 2 | 1 | 1 | 90 | 42 | 37 | 34 | 18 | 15
HIG-14-015 | PAS-only-PUB | 1 | 0 | 1 | 1 | 4 | 3 | 2 | 1 | 0 | 0 | 16 | 6 | 5 | 9 | 4 | 3
HIG-14-016 | PUB | 0 | 0 | 0 | 0 | 5 | 2 | 2 | 1 | 1 | 1 | 3 | 1 | 1 | 3 | 1 | 1
HIG-14-017 | PUB | 1 | 1 | 0 | 0 | 5 | 3 | 3 | 1 | 0 | 0 | 10 | 0 | 0 | 5 | 0 | 0
HIG-14-018 | PUB | 0 | 0 | 1 | 1 | 5 | 3 | 3 | 2 | 2 | 2 | 8 | 4 | 4 | 4 | 2 | 2
HIG-14-019 | PUB | 0 | 0 | 0 | 0 | 5 | 1 | 1 | 1 | 0 | 0 | 10 | 1 | 0 | 6 | 1 | 0
HIG-14-020 | PAS-only-PUB | 1 | 0 | 0 | 0 | 4 | 1 | 0 | 1 | 0 | 0 | 9 | 0 | 0 | 5 | 0 | 0
HIG-14-021 | Completed | 1 | 1 | 1 | 1 | 4 | 3 | 3 | 1 | 1 | 1 | 6 | 5 | 5 | 5 | 4 | 4
HIG-14-022 | PAS-only-PUB | 1 | 1 | 1 | 1 | 4 | 2 | 2 | 1 | 1 | 1 | 7 | 6 | 5 | 4 | 3 | 2
HIG-14-023 | PUB | 1 | 1 | 0 | 0 | 5 | 3 | 3 | 1 | 0 | 0 | 16 | 3 | 3 | 7 | 1 | 1
HIG-14-024 | PAS-only-PUB | 0 | 0 | 1 | 1 | 4 | 2 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0
HIG-14-025 | PUB | 1 | 1 | 1 | 0 | 5 | 4 | 4 | 2 | 2 | 0 | 6 | 4 | 1 | 3 | 2 | 1
HIG-14-026 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 1 | 1 | 1 | 1 | 1 | 4 | 1 | 1 | 3 | 1 | 1
HIG-14-027 | PUB | 1 | 0 | 0 | 0 | 5 | 4 | 3 | 4 | 1 | 1 | 27 | 7 | 6 | 14 | 4 | 3
HIG-14-028 | PUB | 1 | 1 | 1 | 1 | 5 | 1 | 1 | 2 | 0 | 0 | 90 | 42 | 37 | 34 | 18 | 15
HIG-14-029 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 1 | 1 | 2 | 0 | 0 | 29 | 9 | 9 | 14 | 4 | 4
HIG-14-030 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 2 | 2 | 1 | 0 | 0 | 6 | 0 | 0 | 2 | 0 | 0
HIG-14-031 | SUPERSEDED | 0 | 0 | 1 | 1 | 4 | 2 | 1 | 1 | 1 | 1 | 2 | 2 | 2 | 1 | 1 | 1
HIG-14-032 | PUB | 0 | 0 | 0 | 0 | 5 | 3 | 2 | 1 | 1 | 0 | 48 | 3 | 3 | 13 | 3 | 3
HIG-14-033 | PUB | 0 | 0 | 0 | 0 | 5 | 0 | 0 | 1 | 1 | 1 | 3 | 3 | 3 | 4 | 2 | 2
HIG-14-034 | PUB | 1 | 1 | 0 | 0 | 5 | 2 | 2 | 3 | 1 | 1 | 41 | 14 | 14 | 11 | 4 | 4
HIG-14-035 | PUB | 0 | 0 | 1 | 1 | 5 | 1 | 1 | 1 | 1 | 1 | 18 | 13 | 13 | 7 | 5 | 5
HIG-14-036 | PUB | 0 | 0 | 1 | 1 | 5 | 2 | 2 | 1 | 1 | 1 | 17 | 7 | 7 | 6 | 1 | 1
HIG-14-037 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 4 | 4 | 1 | 0 | 0 | 10 | 0 | 0 | 4 | 0 | 0
HIG-14-038 | PAS-only-PUB | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 2 | 0 | 0 | 10 | 0 | 0 | 4 | 0 | 0
HIG-14-039 | PAS-only-PUB | 0 | 0 | 1 | 1 | 4 | 0 | 0 | 1 | 1 | 1 | 4 | 2 | 2 | 3 | 1 | 1
HIG-14-040 | PUB | 0 | 0 | 1 | 0 | 5 | 2 | 2 | 2 | 2 | 1 | 19 | 11 | 7 | 10 | 5 | 4
HIG-14-041 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 2 | 2 | 1 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0
HIG-14-042 | PUB | 0 | 0 | 1 | 1 | 5 | 3 | 1 | 1 | 1 | 1 | 11 | 1 | 1 | 4 | 1 | 1
HIG-15-001 | PUB | 0 | 0 | 0 | 0 | 5 | 2 | 1 | 2 | 0 | 0 | 8 | 0 | 0 | 3 | 0 | 0
HIG-15-002 | PUB | 1 | 0 | 1 | 1 | 5 | 3 | 1 | 1 | 0 | 0 | 15 | 4 | 3 | 10 | 3 | 2
HIG-15-003 | PAS-only-PUB | 1 | 0 | 0 | 0 | 4 | 3 | 2 | 2 | 1 | 0 | 36 | 4 | 3 | 12 | 3 | 2
HIG-15-004 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 3 | 3 | 1 | 0 | 0 | 2 | 1 | 1 | 2 | 1 | 1
HIG-15-005 | PAS-only-PUB | 0 | 0 | 1 | 1 | 4 | 1 | 0 | 2 | 0 | 0 | 4 | 0 | 0 | 2 | 0 | 0
HIG-15-006 | SUPERSEDED | 0 | 0 | 1 | 1 | 4 | 1 | 1 | 1 | 0 | 0 | 18 | 8 | 8 | 8 | 3 | 3
HIG-15-007 | GoingToPreApp | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 1 | 0 | 0 | 24 | 5 | 5 | 9 | 2 | 2
HIG-15-008 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 2 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0
HIG-15-009 | PAS-PUB | 1 | 1 | 0 | 0 | 5 | 2 | 2 | 1 | 0 | 0 | 3 | 0 | 0 | 3 | 0 | 0
HIG-15-010 | ACCEPT | 1 | 1 | 0 | 0 | 5 | 4 | 2 | 1 | 0 | 0 | 64 | 7 | 6 | 22 | 5 | 4
HIG-15-011 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 2 | 2 | 1 | 1 | 1 | 3 | 3 | 3 | 3 | 2 | 2
HIG-15-012 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 2 | 2 | 4 | 2 | 1 | 58 | 31 | 12 | 18 | 9 | 7
HIG-15-013 | CWR-ended | 1 | 1 | 0 | 0 | 5 | 1 | 1 | 1 | 0 | 0 | 3 | 0 | 0 | 2 | 0 | 0
HIG-16-001 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 2 | 2 | 1 | 0 | 0 | 11 | 1 | 1 | 4 | 1 | 1
HIG-16-002 | PAS-only-PUB | 1 | 0 | 1 | 1 | 4 | 2 | 1 | 1 | 1 | 1 | 5 | 3 | 3 | 4 | 2 | 2
HIG-16-003 | PAS-only-PUB | 1 | 0 | 0 | 0 | 4 | 4 | 3 | 1 | 0 | 0 | 10 | 1 | 1 | 6 | 1 | 1
HIG-16-004 | PAS-only-PUB | 0 | 0 | 1 | 1 | 4 | 0 | 0 | 1 | 1 | 1 | 43 | 15 | 14 | 12 | 5 | 4
HIG-16-005 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 2 | 2 | 1 | 0 | 0 | 12 | 7 | 2 | 5 | 2 | 1
HIG-16-006 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 1 | 0 | 0 | 17 | 3 | 3 | 10 | 2 | 2
HIG-16-007 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 0 | 0 | 20 | 6 | 5 | 11 | 4 | 3
HIG-16-008 | PAS-only-PUB | 0 | 0 | 1 | 0 | 4 | 1 | 1 | 2 | 2 | 0 | 30 | 17 | 6 | 10 | 6 | 4
HIG-16-009 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 2 | 2 | 1 | 0 | 0 | 6 | 0 | 0 | 4 | 0 | 0
HIG-16-010 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 1 | 0 | 0 | 3 | 0 | 0 | 2 | 0 | 0
HIG-16-011 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 1 | 0 | 0 | 4 | 0 | 0 | 1 | 0 | 0
HIG-16-012 | PAS-only-PUB | 1 | 0 | 0 | 0 | 4 | 2 | 1 | 1 | 0 | 0 | 7 | 0 | 0 | 2 | 0 | 0
HIG-16-013 | PAS-only-PUB | 1 | 0 | 0 | 0 | 4 | 2 | 1 | 1 | 0 | 0 | 7 | 0 | 0 | 2 | 0 | 0
HIG-16-014 | PAS-only-PUB | 1 | 1 | 1 | 1 | 4 | 3 | 2 | 2 | 2 | 2 | 4 | 4 | 4 | 1 | 1 | 1
HIG-16-015 | RefComments | 1 | 1 | 0 | 0 | 5 | 4 | 4 | 3 | 2 | 2 | 12 | 9 | 8 | 8 | 5 | 4
HIG-16-016 | ACCEPT | 0 | 0 | 0 | 0 | 5 | 3 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-16-017 | AWG | 1 | 1 | 0 | 0 | 4 | 3 | 3 | 4 | 2 | 2 | 23 | 10 | 10 | 8 | 2 | 2
HIG-16-018 | AWG | - | - | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 9 | 0 | 0 | 4 | 0 | 0
HIG-16-019 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 1 | 0 | 0 | 7 | 1 | 0 | 3 | 1 | 0
HIG-16-020 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0
HIG-16-021 | ARC-GreenLight | 1 | 0 | 1 | 0 | 4 | 3 | 2 | 3 | 0 | 0 | 108 | 11 | 8 | 13 | 3 | 2
HIG-16-022 | PAS-only-PUB | 1 | 1 | 1 | 1 | 4 | 2 | 1 | 1 | 1 | 0 | 23 | 6 | 3 | 9 | 2 | 1
HIG-16-023 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 4 | 4 | 1 | 0 | 0 | 37 | 5 | 4 | 13 | 4 | 3
HIG-16-024 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 1 | 0 | 0 | 5 | 0 | 0 | 1 | 0 | 0
HIG-16-025 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 2 | 2 | 1 | 0 | 0 | 8 | 0 | 0 | 6 | 0 | 0
HIG-16-026 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 2 | 1 | 2 | 0 | 0 | 10 | 0 | 0 | 3 | 0 | 0
HIG-16-027 | CWR-ended | 0 | 0 | 1 | 0 | 5 | 2 | 1 | 1 | 1 | 0 | 4 | 2 | 1 | 3 | 2 | 1
HIG-16-028 | PAS-only-PUB | 1 | 0 | 0 | 0 | 4 | 1 | 0 | 1 | 0 | 0 | 7 | 0 | 0 | 2 | 0 | 0
HIG-16-029 | PAS-only-PUB | 1 | 0 | 0 | 0 | 4 | 1 | 0 | 1 | 0 | 0 | 4 | 0 | 0 | 1 | 0 | 0
HIG-16-030 | PAS-PUB | 1 | 1 | 0 | 0 | 4 | 3 | 3 | 2 | 0 | 0 | 6 | 0 | 0 | 3 | 0 | 0
HIG-16-031 | PAS-only-PUB | 0 | 0 | 1 | 0 | 4 | 2 | 2 | 2 | 1 | 0 | 12 | 4 | 0 | 5 | 1 | 0
HIG-16-032 | PAS-only-PUB | 1 | 1 | 1 | 0 | 4 | 3 | 3 | 1 | 1 | 0 | 17 | 3 | 0 | 10 | 1 | 0
HIG-16-033 | PAS-only-PUB | 1 | 1 | 1 | 1 | 4 | 2 | 2 | 1 | 1 | 1 | 2 | 2 | 2 | 2 | 2 | 2
HIG-16-034 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 3 | 2 | 2 | 0 | 0 | 58 | 19 | 18 | 20 | 7 | 6
HIG-16-035 | PAS-only-PUB | 1 | 1 | 1 | 1 | 4 | 2 | 2 | 1 | 1 | 1 | 9 | 8 | 5 | 3 | 2 | 1
HIG-16-036 | PAS-only-PUB | 0 | 0 | 1 | 1 | 4 | 2 | 2 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1
HIG-16-037 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 3 | 2 | 1 | 0 | 0 | 13 | 0 | 0 | 7 | 0 | 0
HIG-16-038 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 0 | 0 | 36 | 11 | 10 | 12 | 5 | 4
HIG-16-039 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 6 | 0 | 0 | 4 | 0 | 0
HIG-16-040 | GoingToPreApp | 1 | 1 | 0 | 0 | 4 | 2 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
HIG-16-041 | PRE-APP | 1 | 1 | 0 | 0 | 4 | 2 | 2 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0
HIG-16-042 | Started | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-16-043 | PRE-APP | 0 | 0 | 1 | 1 | 4 | 3 | 1 | 2 | 1 | 1 | 18 | 10 | 10 | 7 | 3 | 3
HIG-16-044 | PRE-APP | 0 | 0 | 1 | 1 | 4 | 1 | 1 | 2 | 1 | 1 | 36 | 16 | 16 | 8 | 3 | 3
HIG-17-001 | PRE-APP | 1 | 1 | 0 | 0 | 4 | 3 | 3 | 1 | 1 | 1 | 9 | 6 | 2 | 5 | 2 | 1
HIG-17-002 | PRE-APP | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 1 | 0 | 0 | 4 | 0 | 0 | 1 | 0 | 0
HIG-17-003 | GoingToPreApp | 1 | 1 | 0 | 0 | 4 | 4 | 3 | 3 | 0 | 0 | 27 | 4 | 3 | 6 | 2 | 1
HIG-17-004 | PRE-APP | 1 | 0 | 0 | 0 | 4 | 3 | 1 | 1 | 0 | 0 | 18 | 4 | 1 | 8 | 2 | 1
HIG-17-005 | GoingToPreApp | 0 | 0 | 1 | 1 | 4 | 2 | 2 | 2 | 1 | 1 | 24 | 7 | 4 | 9 | 2 | 1
HIG-17-006 | GoingToPreApp | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 2 | 0 | 0 | 13 | 0 | 0 | 1 | 0 | 0
HIG-17-007 | GoingToPreApp | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 2 | 0 | 0 | 8 | 2 | 2 | 4 | 1 | 1
HIG-17-008 | GoingToPreApp | 1 | 1 | 1 | 0 | 4 | 2 | 2 | 1 | 1 | 0 | 14 | 3 | 0 | 7 | 1 | 0
HIG-17-009 | GoingToPreApp | 1 | 1 | 1 | 1 | 4 | 3 | 3 | 1 | 1 | 1 | 5 | 3 | 3 | 4 | 2 | 2
HIG-17-010 | GoingToPreApp | 0 | 0 | 1 | 1 | 4 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0
HIG-17-011 | PRE-APP | 0 | 0 | 1 | 1 | 4 | 2 | 2 | 1 | 1 | 1 | 3 | 2 | 2 | 2 | 1 | 1
HIG-17-012 | GoingToPreApp | 1 | 1 | 0 | 0 | 4 | 2 | 1 | 3 | 2 | 2 | 8 | 0 | 0 | 5 | 0 | 0
HIG-17-013 | GoingToPreApp | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 1 | 0 | 0 | 13 | 0 | 0 | 5 | 0 | 0
HIG-17-014 | AWG | - | - | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 3 | 0 | 0 | 1 | 0 | 0
HIG-17-015 | GoingToPreApp | 0 | 0 | 0 | 0 | 4 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
HIN-07-001 | SUPERSEDED | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 1 | 0 | 0 | 6 | 0 | 0 | 2 | 0 | 0
HIN-07-002 | PAS-only-PUB | 0 | 0 | 1 | 0 | 3 | 1 | 1 | 1 | 1 | 0 | 9 | 5 | 2 | 5 | 3 | 2
HIN-07-003 | SUPERSEDED | - | - | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 3 | 2 | 2 | 2 | 1 | 1
HIN-07-004 | SUPERSEDED | 0 | 0 | 1 | 0 | 3 | 2 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
HIN-07-005 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 4 | 0 | 0 | 3 | 0 | 0
HIN-07-006 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIN-08-001 | Completed | - | - | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 6 | 0 | 0 | 2 | 0 | 0
HIN-08-002 | SUPERSEDED | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
